note,velocity,position,duration
76,110,167041,567
83,110,167041,516
79,110,167041,516
86,110,167521,564
74,110,167521,564
88,110,168001,945
76,110,168001,945
91,110,168961,984
79,110,168961,984
86,110,168961,1083
83,110,168961,1083
90,110,169921,480
78,110,169921,480
86,110,170401,990
74,110,170401,990
88,110,171361,147
76,110,171361,147
95,110,172321,555
83,110,172321,555
93,110,172801,1425
81,110,172801,1425
88,110,174241,204
76,110,174241,204
76,110,175201,267
79,110,175441,309
84,110,175681,303
79,110,175921,294
76,110,176161,258
72,110,176401,378
87,110,176641,291
75,110,176641,291
87,110,177121,276
75,110,177121,276
87,110,177601,486
75,110,177601,486
88,110,178081,516
76,110,178081,516
90,110,178561,495
78,110,178561,495
83,110,179041,501
71,110,179041,501
91,110,179521,477
79,110,179521,477
90,110,180001,1041
78,110,180001,1041
91,110,180961,507
79,110,180961,507
76,110,181441,291
74,110,181681,273
76,110,181921,327
79,110,182161,219
76,110,182881,150
76,110,183361,243
74,110,183601,279
76,110,183841,297
79,110,184081,711
76,110,184801,132
76,110,185281,237
74,110,185521,255
76,110,185761,270
79,110,186001,807
76,110,186721,153
81,110,187201,465
83,110,187681,195
76,110,188161,216
71,80,188401,234
76,110,188641,234
71,80,188881,312
76,110,189121,234
74,110,189361,249
76,110,189601,279
79,110,189841,492
71,80,190321,270
76,110,190561,246
71,80,190801,297
76,110,191041,243
74,110,191281,279
76,110,191521,288
79,110,191761,537
71,80,192241,234
76,110,192481,219
71,80,192721,288
76,110,192961,267
74,110,193201,318
76,110,193441,156
75,110,193921,153
71,110,193921,135
71,110,194641,117
75,110,194641,123
75,110,195361,132
71,110,195361,123
40,80,3841,186
28,80,3841,1482
40,80,4561,159
40,80,5281,957
28,80,6241,480
40,80,6721,165
31,80,7681,1797
43,80,7681,276
43,80,8401,288
43,80,9121,480
31,80,10081,522
43,80,10561,159
48,80,11521,261
36,80,11521,1608
48,80,12241,213
48,80,12961,963
36,80,13921,549
48,80,14401,165
35,80,15361,1746
47,80,15361,303
47,80,16081,231
47,80,16801,636
35,80,17761,462
47,80,18241,417
35,80,19201,162
47,80,19201,147
35,80,19921,171
47,80,19921,153
47,80,20641,159
35,80,20641,150
47,80,21361,132
35,80,21361,132
26,80,22081,180
38,80,22081,159
28,80,23041,108
40,80,23041,159
40,80,23521,489
52,80,24001,111
47,80,24001,132
42,80,24481,114
30,80,24481,105
43,80,24721,135
31,80,24721,114
43,80,25441,501
50,80,25921,507
55,80,25921,453
43,80,26401,141
36,80,26641,129
24,80,26641,78
36,80,27361,459
48,80,27841,420
43,80,27841,471
36,80,28321,105
26,80,28561,108
38,80,28561,147
38,80,29281,471
45,80,29761,534
50,80,29761,480
38,80,30241,120
28,80,30721,123
40,80,30721,144
40,80,31201,498
52,80,31681,93
47,80,31681,120
42,80,32161,108
30,80,32161,87
31,80,32401,108
43,80,32401,147
43,80,33121,501
50,80,33601,522
55,80,33601,459
43,80,34081,126
36,80,34321,123
48,80,34321,141
48,80,35041,459
55,80,35521,510
60,80,35521,456
48,80,36001,120
35,80,36241,90
47,80,36241,108
47,80,36961,504
54,80,37441,528
59,80,37441,492
47,80,37921,117
28,80,38401,105
40,80,38401,147
40,80,38881,501
52,80,39361,120
47,80,39361,138
42,80,39841,96
30,80,39841,129
43,80,40081,126
31,80,40081,132
43,80,40801,513
50,80,41281,522
55,80,41281,462
43,80,41761,126
24,80,42001,84
36,80,42001,105
36,80,42721,456
48,80,43201,453
43,80,43201,501
36,80,43681,129
26,80,43921,87
38,80,43921,144
38,80,44641,519
45,80,45121,546
50,80,45121,498
38,80,45601,120
28,80,46081,102
40,80,46081,141
40,80,46561,513
52,80,47041,96
47,80,47041,132
30,80,47521,57
42,80,47521,66
31,80,47761,96
43,80,47761,111
43,80,48481,495
55,80,48961,456
50,80,48961,537
43,80,49441,87
36,80,49681,126
48,80,49681,132
48,80,50401,489
55,80,50881,477
60,80,50881,420
48,80,51361,138
35,80,51841,96
47,80,51841,54
35,80,52081,117
47,80,52081,117
35,80,52801,117
47,80,52801,105
47,80,53041,126
35,80,53041,129
40,80,53761,165
28,80,53761,153
28,80,56161,165
40,80,56161,189
31,80,57121,237
43,80,57121,198
31,80,60001,156
43,80,60001,177
48,80,60961,213
36,80,60961,216
36,80,63841,204
48,80,63841,174
35,80,64801,216
47,80,64801,165
27,80,66721,237
39,80,66721,234
28,80,68641,279
40,80,68641,267
40,80,71521,228
28,80,71521,174
31,80,72481,246
43,80,72481,237
31,80,75361,165
43,80,75361,216
36,80,76321,270
48,80,76321,246
36,80,79201,240
48,80,79201,192
35,80,80161,243
47,80,80161,273
39,80,82081,303
51,80,82081,240
35,80,84481,198
