note,velocity,position,duration
38,82,190485,479
50,97,190485,509
71,80,190995,474
83,94,190995,504
45,88,190995,474
69,81,191500,474
81,95,191500,504
50,89,191500,1011
67,80,192005,506
79,94,192005,506
67,80,192516,4091
71,91,192516,4091
79,86,192516,4091
40,92,192516,511
47,88,193058,477
52,89,193566,474
47,88,194071,479
55,91,194581,479
47,88,195091,474
40,80,195596,474
52,95,195596,504
38,79,196101,476
50,94,196101,506
67,85,196612,790
79,99,196612,790
36,83,196612,790
48,99,196612,790
62,80,197403,763
74,94,197403,763
55,88,197403,763
67,80,198167,479
79,94,198167,509
60,88,198167,479
71,83,198677,757
83,97,198677,757
48,91,198677,757
69,80,199435,761
81,94,199435,761
55,88,199435,761
67,80,200197,506
79,94,200197,506
67,85,200708,790
79,99,200708,790
31,82,200708,1554
43,99,200708,1554
62,80,201499,763
74,94,201499,763
71,80,202263,479
83,94,202263,509
55,88,202263,479
67,83,202773,1014
79,97,202773,1014
50,91,202773,479
62,81,203788,1011
74,95,203788,1011
74,85,204804,1049
79,85,204804,1049
86,99,204804,1049
38,87,204804,3079
62,89,205854,242
66,88,206112,231
69,88,206359,232
74,88,206607,246
78,91,206869,247
81,88,207132,231
86,88,207379,232
90,88,207627,241
86,81,207884,1011
98,95,207884,1011
38,80,207884,397
50,95,207884,397
78,85,208900,435
90,99,208900,435
79,81,209950,400
91,95,209950,400
86,83,210965,400
98,97,210965,400
79,81,211980,397
91,95,211980,397
31,90,212996,435
